data_source,sttsAccmlTrgtYr,areaNm,sexNm,rchnAggr,isuKindNm,joinCnt,joinRto,taxPrqlYn,pymtMthNm,offrTyNm,yerUnitPymtTerm
국민보험가입현황,2020,전남,여자,20대,암,12845,12.9,,,,
국민보험가입현황,2020,전남,남자,20대,변액,13194,9.4,,,,
국민보험가입현황,2020,전남,여자,20대,변액,10057,9.2,,,,
국민보험가입현황,2020,경북,남자,20대,연금,8311,5.8,,,,
국민보험가입현황,2020,경북,여자,20대,연금,8387,7.4,,,,
국민보험가입현황,2020,경북,남자,20대,종신,45168,25.7,,,,
국민보험가입현황,2020,경북,여자,20대,종신,34123,26.3,,,,
국민보험가입현황,2020,경북,남자,20대,정기,2940,2.2,,,,
국민보험가입현황,2020,경북,여자,20대,정기,2256,2.3,,,,
국민보험가입현황,2020,경북,남자,20대,상해,4827,4.1,,,,
국민보험가입현황,2020,경북,여자,20대,상해,3796,4.3,,,,
국민보험가입현황,2020,경북,남자,20대,질병,29611,15.7,,,,
국민보험가입현황,2020,경북,여자,20대,질병,29096,20.5,,,,
국민보험가입현황,2020,경북,남자,20대,건강,7413,5.3,,,,
국민보험가입현황,2020,경북,여자,20대,건강,6176,5.7,,,,
국민보험가입현황,2020,경북,남자,20대,암,10126,7.2,,,,
국민보험가입현황,2020,경북,여자,20대,암,9176,8.8,,,,
국민보험가입현황,2020,경북,남자,20대,변액,15307,9.6,,,,
국민보험가입현황,2020,경북,여자,20대,변액,10864,9.2,,,,
국민보험가입현황,2020,경남,여자,10대,상해,863,.9,,,,
국민보험가입현황,2020,경남,남자,10대,상해,1068,.9,,,,
국민보험가입현황,2020,광주,남자,20대,변액,13089,9.9,,,,
국민보험가입현황,2020,광주,여자,20대,변액,11043,9.1,,,,
국민보험가입현황,2020,대전,남자,20대,연금,5643,5.1,,,,
국민보험가입현황,2020,대전,여자,20대,연금,6192,6.1,,,,
국민보험가입현황,2020,대전,남자,20대,종신,30548,23.4,,,,
국민보험가입현황,2020,대전,여자,20대,종신,26991,22.9,,,,
국민보험가입현황,2020,대전,남자,20대,정기,1761,2,,,,
국민보험가입현황,2020,대전,여자,20대,정기,1622,2,,,,
국민보험가입현황,2020,대전,남자,20대,상해,3951,4.7,,,,
국민보험가입현황,2020,대전,여자,20대,상해,3512,4.8,,,,
국민보험가입현황,2020,대전,남자,20대,질병,20134,12.3,,,,
국민보험가입현황,2020,대전,여자,20대,건강,5713,6.1,,,,
국민보험가입현황,2020,대전,남자,20대,암,8979,8,,,,
국민보험가입현황,2020,대전,여자,20대,암,9622,9.4,,,,
국민보험가입현황,2020,대전,남자,20대,변액,13689,10.1,,,,
국민보험가입현황,2020,대전,여자,20대,변액,11276,9.1,,,,
국민보험가입현황,2020,울산,남자,20대,연금,5779,7.2,,,,
국민보험가입현황,2020,울산,여자,20대,연금,5194,8.1,,,,
국민보험가입현황,2020,울산,남자,20대,종신,29250,27.5,,,,
국민보험가입현황,2020,울산,여자,20대,종신,23047,28,,,,
국민보험가입현황,2020,울산,남자,20대,정기,1646,2.1,,,,
국민보험가입현황,2020,울산,여자,20대,정기,1311,2.1,,,,
국민보험가입현황,2020,울산,남자,20대,상해,2858,4.4,,,,
국민보험가입현황,2020,광주,여자,20대,암,13594,12.5,,,,
국민보험가입현황,2020,광주,남자,20대,암,12810,11,,,,
국민보험가입현황,2020,인천,남자,20대,종신,53688,21.8,,,,
국민보험가입현황,2020,인천,여자,20대,종신,48667,21.4,,,,
국민보험가입현황,2020,인천,남자,20대,정기,3519,2.1,,,,
국민보험가입현황,2020,인천,여자,20대,정기,3309,2.2,,,,
국민보험가입현황,2020,인천,남자,20대,상해,6901,4.5,,,,
국민보험가입현황,2020,인천,여자,20대,상해,6305,4.5,,,,
국민보험가입현황,2020,인천,남자,20대,질병,48118,15.1,,,,
국민보험가입현황,2020,인천,여자,20대,질병,51108,17.5,,,,
국민보험가입현황,2020,인천,남자,20대,건강,9922,5.3,,,,
국민보험가입현황,2020,인천,여자,20대,건강,9520,5.6,,,,
국민보험가입현황,2020,인천,남자,20대,암,19306,9.1,,,,
국민보험가입현황,2020,광주,남자,20대,연금,7291,6.4,,,,
국민보험가입현황,2020,광주,여자,20대,연금,7501,7.2,,,,
국민보험가입현황,2020,광주,남자,20대,종신,35068,26.4,,,,
국민보험가입현황,2020,광주,여자,20대,종신,32197,26.5,,,,
국민보험가입현황,2020,광주,남자,20대,정기,2602,2.7,,,,
국민보험가입현황,2020,광주,여자,20대,정기,2362,2.6,,,,
국민보험가입현황,2020,광주,남자,20대,상해,5240,6.3,,,,
국민보험가입현황,2020,광주,여자,20대,상해,4750,6.3,,,,
국민보험가입현황,2020,광주,남자,20대,질병,31422,18.3,,,,
국민보험가입현황,2020,광주,여자,20대,질병,32892,20.9,,,,
국민보험가입현황,2020,광주,남자,20대,건강,6966,6.9,,,,
국민보험가입현황,2020,광주,여자,20대,건강,6825,7.2,,,,
국민보험가입현황,2020,울산,여자,20대,상해,2123,4.3,,,,
국민보험가입현황,2020,전북,남자,10대,종신,5096,5.8,,,,
국민보험가입현황,2020,전북,여자,10대,종신,4230,5,,,,
국민보험가입현황,2020,전남,여자,10대,변액,1285,1.3,,,,
국민보험가입현황,2020,경북,남자,10대,연금,2184,2.2,,,,
국민보험가입현황,2020,경북,여자,10대,연금,1607,1.9,,,,
국민보험가입현황,2020,경북,남자,10대,종신,5677,5.9,,,,
국민보험가입현황,2020,경북,여자,10대,종신,4225,5,,,,
국민보험가입현황,2020,경북,남자,10대,정기,141,.2,,,,
국민보험가입현황,2020,경북,여자,10대,정기,104,.2,,,,
국민보험가입현황,2020,경북,남자,10대,상해,557,.7,,,,
국민보험가입현황,2020,경북,여자,10대,상해,430,.7,,,,
국민보험가입현황,2020,경북,남자,10대,질병,6101,3.1,,,,
국민보험가입현황,2020,경북,여자,10대,질병,5761,3.6,,,,
국민보험가입현황,2020,경북,남자,10대,건강,1994,2,,,,
국민보험가입현황,2020,경북,여자,10대,건강,1802,2,,,,
국민보험가입현황,2020,경북,남자,10대,암,1480,1.5,,,,
국민보험가입현황,2020,경북,여자,10대,암,1416,1.7,,,,
국민보험가입현황,2020,경북,남자,10대,변액,1628,1.6,,,,
국민보험가입현황,2020,경북,여자,10대,변액,1193,1.4,,,,
국민보험가입현황,2020,경남,남자,10대,연금,4037,2.3,,,,
국민보험가입현황,2020,경남,여자,10대,연금,3339,2.1,,,,
국민보험가입현황,2020,경남,남자,10대,종신,9872,5.9,,,,
국민보험가입현황,2020,경남,여자,10대,종신,7708,5.1,,,,
국민보험가입현황,2020,경남,남자,10대,정기,221,.2,,,,
국민보험가입현황,2020,경남,여자,10대,정기,174,.2,,,,
국민보험가입현황,2020,전남,남자,10대,변액,1574,1.5,,,,
국민보험가입현황,2020,전남,여자,10대,건강,2761,3.7,,,,
국민보험가입현황,2020,전북,남자,10대,정기,169,.4,,,,
국민보험가입현황,2020,전북,여자,10대,정기,145,.4,,,,
국민보험가입현황,2020,전북,남자,10대,상해,601,1,,,,
국민보험가입현황,2020,전북,여자,10대,상해,471,.8,,,,
국민보험가입현황,2020,전북,남자,10대,질병,5475,2.8,,,,
국민보험가입현황,2020,전북,여자,10대,질병,5062,3.2,,,,
국민보험가입현황,2020,전북,남자,10대,건강,1993,2.5,,,,
국민보험가입현황,2020,전북,여자,10대,건강,1883,2.5,,,,
국민보험가입현황,2020,전북,남자,10대,암,1601,1.9,,,,
국민보험가입현황,2020,전북,여자,10대,암,1664,2,,,,
국민보험가입현황,2020,전북,남자,10대,변액,1669,1.7,,,,
국민보험가입현황,2020,전북,여자,10대,변액,1353,1.5,,,,
국민보험가입현황,2020,전남,남자,10대,연금,2680,2.9,,,,
국민보험가입현황,2020,전남,여자,10대,연금,2181,2.6,,,,
국민보험가입현황,2020,전남,남자,10대,종신,5513,6.1,,,,
국민보험가입현황,2020,전남,여자,10대,종신,4379,5.1,,,,
국민보험가입현황,2020,전남,남자,10대,정기,131,.2,,,,
국민보험가입현황,2020,전남,여자,10대,정기,125,.2,,,,
국민보험가입현황,2020,전남,남자,10대,상해,603,1,,,,
국민보험가입현황,2020,전남,여자,10대,상해,482,.9,,,,
국민보험가입현황,2020,전남,남자,10대,질병,7121,3.5,,,,
국민보험가입현황,2020,전남,여자,10대,질병,6855,4,,,,
국민보험가입현황,2020,전남,남자,10대,건강,2779,3.5,,,,
국민보험가입현황,2020,제주,여자,20대,건강,2805,7.7,,,,
국민보험가입현황,2020,제주,남자,20대,암,3530,7.9,,,,
국민보험가입현황,2020,울산,남자,30대,상해,5048,7.2,,,,
국민보험가입현황,2020,울산,여자,30대,상해,4618,7.2,,,,
국민보험가입현황,2020,울산,남자,30대,질병,35772,26.2,,,,
국민보험가입현황,2020,울산,여자,30대,질병,38695,31.2,,,,
국민보험가입현황,2020,울산,남자,30대,건강,6636,8.1,,,,
국민보험가입현황,2020,울산,여자,30대,건강,7040,9.6,,,,
국민보험가입현황,2020,울산,남자,30대,암,15039,16.3,,,,
국민보험가입현황,2020,울산,여자,30대,암,15835,19.2,,,,
국민보험가입현황,2020,울산,남자,30대,변액,16697,15.7,,,,
국민보험가입현황,2020,울산,여자,30대,변액,15276,16.1,,,,
국민보험가입현황,2020,경기,남자,30대,연금,145475,12.7,,,,
국민보험가입현황,2020,경기,여자,30대,종신,363246,30.2,,,,
국민보험가입현황,2020,경기,남자,30대,정기,39920,4.5,,,,
국민보험가입현황,2020,경기,여자,30대,정기,32221,3.9,,,,
국민보험가입현황,2020,경기,남자,30대,상해,55662,6.9,,,,
국민보험가입현황,2020,경기,여자,30대,상해,53548,6.8,,,,
국민보험가입현황,2020,경기,남자,30대,질병,378523,23.3,,,,
국민보험가입현황,2020,경기,여자,30대,질병,432179,27.8,,,,
국민보험가입현황,2020,경기,남자,30대,건강,66958,6.9,,,,
국민보험가입현황,2020,경기,여자,30대,건강,74346,8,,,,
국민보험가입현황,2020,경기,남자,30대,암,164529,15.3,,,,
국민보험가입현황,2020,울산,여자,60대,변액,7602,7.7,,,,
국민보험가입현황,2020,경기,남자,60대,연금,124913,12.6,,,,
국민보험가입현황,2020,울산,여자,30대,정기,2661,3.8,,,,
국민보험가입현황,2020,울산,남자,30대,정기,3450,4.3,,,,
국민보험가입현황,2020,광주,남자,30대,건강,9968,10.5,,,,
국민보험가입현황,2020,광주,여자,30대,건강,11340,12.2,,,,
국민보험가입현황,2020,광주,남자,30대,암,23740,22.2,,,,
국민보험가입현황,2020,광주,여자,30대,암,26074,25.3,,,,
국민보험가입현황,2020,광주,남자,30대,변액,17759,14.2,,,,
국민보험가입현황,2020,광주,여자,30대,변액,17754,15,,,,
국민보험가입현황,2020,대전,남자,30대,연금,15221,13,,,,
국민보험가입현황,2020,대전,여자,30대,연금,16483,14.9,,,,
국민보험가입현황,2020,대전,남자,30대,종신,44062,34.4,,,,
국민보험가입현황,2020,대전,여자,30대,종신,41449,34.9,,,,
국민보험가입현황,2020,대전,남자,30대,정기,4370,4.6,,,,
국민보험가입현황,2020,대전,남자,30대,질병,40249,25,,,,
국민보험가입현황,2020,대전,여자,30대,질병,44173,29.6,,,,
국민보험가입현황,2020,대전,남자,30대,건강,8864,9,,,,
국민보험가입현황,2020,대전,여자,30대,건강,9523,10.2,,,,
국민보험가입현황,2020,대전,남자,30대,암,19677,18.1,,,,
국민보험가입현황,2020,대전,여자,30대,암,20642,20.7,,,,
국민보험가입현황,2020,대전,남자,30대,변액,19512,14.9,,,,
국민보험가입현황,2020,대전,여자,30대,변액,18892,15.4,,,,
국민보험가입현황,2020,울산,남자,30대,연금,14044,15.1,,,,
국민보험가입현황,2020,울산,여자,30대,연금,12643,15.1,,,,
국민보험가입현황,2020,울산,남자,30대,종신,38881,36.3,,,,
국민보험가입현황,2020,울산,여자,30대,종신,35415,36.4,,,,
국민보험가입현황,2020,대구,여자,70대,연금,7631,5.8,,,,
국민보험가입현황,2020,대구,남자,70대,종신,6573,7.6,,,,
국민보험가입현황,2020,경기,여자,30대,암,178094,17.5,,,,
국민보험가입현황,2020,충북,여자,30대,종신,41172,35,,,,
국민보험가입현황,2020,충북,남자,30대,정기,4800,5.1,,,,
국민보험가입현황,2020,충북,여자,30대,정기,3747,4.7,,,,
국민보험가입현황,2020,충북,남자,30대,상해,7190,8.1,,,,
국민보험가입현황,2020,충북,여자,30대,상해,6676,8.4,,,,
국민보험가입현황,2020,충북,남자,30대,질병,41503,25.4,,,,
국민보험가입현황,2020,충북,여자,30대,질병,44145,30.3,,,,
국민보험가입현황,2020,충북,남자,30대,건강,8814,8.7,,,,
국민보험가입현황,2020,충북,여자,30대,건강,8932,9.8,,,,
국민보험가입현황,2020,충북,남자,30대,암,18504,16.7,,,,
국민보험가입현황,2020,충북,여자,30대,암,18651,19.3,,,,
국민보험가입현황,2020,충북,남자,30대,변액,18026,13.7,,,,
국민보험가입현황,2020,충남,남자,30대,종신,57113,32.2,,,,
국민보험가입현황,2020,충남,여자,30대,종신,49793,32.2,,,,
국민보험가입현황,2020,충남,남자,30대,정기,5684,4.4,,,,
국민보험가입현황,2020,충남,여자,30대,정기,4239,3.9,,,,
국민보험가입현황,2020,충남,남자,30대,상해,9002,7.6,,,,
국민보험가입현황,2020,충남,여자,30대,상해,8024,7.7,,,,
국민보험가입현황,2020,충남,남자,30대,질병,52518,23.4,,,,
국민보험가입현황,2020,충남,여자,30대,질병,54119,28.2,,,,
국민보험가입현황,2020,충남,남자,30대,건강,11371,8.1,,,,
국민보험가입현황,2020,충북,남자,70대,건강,4532,7.7,,,,
국민보험가입현황,2020,충북,여자,70대,건강,8218,11.7,,,,
국민보험가입현황,2020,충북,남자,30대,종신,45616,34.6,,,,
국민보험가입현황,2020,충북,여자,30대,연금,15614,14.4,,,,
국민보험가입현황,2020,경기,남자,30대,변액,165815,13.1,,,,
국민보험가입현황,2020,경기,여자,30대,변액,166326,13.8,,,,
국민보험가입현황,2020,강원,남자,30대,연금,11647,11.7,,,,
국민보험가입현황,2020,강원,여자,30대,연금,11771,12.8,,,,
국민보험가입현황,2020,강원,남자,30대,종신,36994,33.6,,,,
국민보험가입현황,2020,강원,여자,30대,종신,31723,31.9,,,,
국민보험가입현황,2020,강원,남자,30대,정기,3530,4.6,,,,
국민보험가입현황,2020,강원,여자,30대,정기,2790,4,,,,
국민보험가입현황,2020,대구,여자,70대,종신,13885,11.8,,,,
국민보험가입현황,2020,대전,남자,70대,건강,4613,10.8,,,,
국민보험가입현황,2020,경기,여자,70대,정기,16186,3.3,,,,
국민보험가입현황,2020,경기,남자,70대,상해,15287,4.3,,,,
국민보험가입현황,2020,강원,남자,30대,상해,5476,7.3,,,,
국민보험가입현황,2020,강원,여자,30대,상해,4821,7.1,,,,
국민보험가입현황,2020,강원,남자,30대,질병,34335,24.4,,,,
국민보험가입현황,2020,강원,여자,30대,질병,35138,27.3,,,,
국민보험가입현황,2020,강원,남자,30대,건강,6689,7.9,,,,
국민보험가입현황,2020,강원,여자,30대,건강,6712,8.6,,,,
국민보험가입현황,2020,강원,남자,30대,암,15223,16.3,,,,
국민보험가입현황,2020,강원,여자,30대,암,14679,17.4,,,,
국민보험가입현황,2020,강원,남자,30대,변액,14082,12.6,,,,
국민보험가입현황,2020,강원,여자,30대,변액,12186,12.1,,,,
국민보험가입현황,2020,충북,남자,30대,연금,15284,12.8,,,,
국민보험가입현황,2020,광주,여자,30대,질병,59360,36.9,,,,
국민보험가입현황,2020,충남,남자,20대,종신,36660,23.7,,,,
국민보험가입현황,2020,서울,여자,30대,정기,30380,4.3,,,,
국민보험가입현황,2020,서울,남자,30대,상해,43690,7.1,,,,
국민보험가입현황,2020,서울,여자,30대,상해,44244,7,,,,
국민보험가입현황,2020,서울,남자,30대,질병,313759,26,,,,
국민보험가입현황,2020,서울,여자,30대,질병,369996,29.6,,,,
국민보험가입현황,2020,서울,남자,30대,건강,55272,7.5,,,,
국민보험가입현황,2020,서울,여자,30대,건강,61849,8.3,,,,
국민보험가입현황,2020,서울,남자,30대,암,134910,16.7,,,,
국민보험가입현황,2020,서울,여자,30대,암,150627,18.6,,,,
국민보험가입현황,2020,서울,남자,30대,변액,159119,16.3,,,,
국민보험가입현황,2020,서울,여자,30대,변액,166823,17.1,,,,
국민보험가입현황,2020,부산,남자,30대,연금,32593,13,,,,
국민보험가입현황,2020,울산,남자,20대,질병,22542,17.7,,,,
국민보험가입현황,2020,울산,여자,20대,질병,22064,21.9,,,,
국민보험가입현황,2020,울산,남자,20대,건강,4668,5.9,,,,
국민보험가입현황,2020,울산,여자,20대,건강,4005,6.3,,,,
국민보험가입현황,2020,울산,남자,20대,암,8329,8.9,,,,
국민보험가입현황,2020,울산,여자,20대,암,8155,10.6,,,,
국민보험가입현황,2020,울산,남자,20대,변액,13285,12.8,,,,
국민보험가입현황,2020,울산,여자,20대,변액,9951,12.2,,,,
국민보험가입현황,2020,경기,남자,20대,연금,50715,5.5,,,,
국민보험가입현황,2020,경기,여자,20대,연금,55969,6.5,,,,
국민보험가입현황,2020,경기,남자,20대,종신,240946,20.5,,,,
국민보험가입현황,2020,서울,남자,30대,정기,34579,4.9,,,,
국민보험가입현황,2020,세종/기타,남자,30대,상해,3103,5.6,,,,
국민보험가입현황,2020,제주,여자,20대,암,3728,9.4,,,,
국민보험가입현황,2020,제주,남자,20대,변액,4933,9.3,,,,
국민보험가입현황,2020,세종/기타,남자,20대,종신,12159,24.9,,,,
국민보험가입현황,2020,세종/기타,여자,20대,종신,10988,24.2,,,,
국민보험가입현황,2020,세종/기타,남자,20대,정기,859,3.3,,,,
국민보험가입현황,2020,세종/기타,여자,20대,정기,694,2.3,,,,
국민보험가입현황,2020,세종/기타,남자,20대,상해,1095,3.4,,,,
국민보험가입현황,2020,세종/기타,여자,20대,상해,902,3.4,,,,
국민보험가입현황,2020,세종/기타,남자,20대,질병,14601,11.8,,,,
국민보험가입현황,2020,세종/기타,여자,20대,질병,15494,13.9,,,,
국민보험가입현황,2020,세종/기타,남자,20대,건강,4007,16.5,,,,
국민보험가입현황,2020,경기,여자,30대,연금,156798,14.3,,,,
국민보험가입현황,2020,경기,남자,30대,종신,386597,30.6,,,,
국민보험가입현황,2020,세종/기타,여자,20대,건강,3648,15.1,,,,
국민보험가입현황,2020,세종/기타,남자,20대,암,4314,8.2,,,,
국민보험가입현황,2020,세종/기타,여자,20대,암,5147,8.8,,,,
국민보험가입현황,2020,세종/기타,남자,20대,변액,6377,8.8,,,,
국민보험가입현황,2020,세종/기타,여자,20대,변액,5356,7.8,,,,
국민보험가입현황,2020,서울,남자,30대,연금,153792,17.2,,,,
국민보험가입현황,2020,서울,여자,30대,연금,182583,20.1,,,,
국민보험가입현황,2020,서울,남자,30대,종신,319349,33.2,,,,
국민보험가입현황,2020,서울,여자,30대,종신,304082,31.9,,,,
국민보험가입현황,2020,세종/기타,여자,30대,정기,1942,4.2,,,,
국민보험가입현황,2020,경기,여자,20대,종신,213015,20,,,,
국민보험가입현황,2020,경기,남자,20대,정기,15684,2,,,,
국민보험가입현황,2020,경기,여자,20대,정기,13779,1.9,,,,
국민보험가입현황,2020,강원,여자,20대,건강,4011,5.4,,,,
국민보험가입현황,2020,강원,남자,20대,암,7465,7.5,,,,
국민보험가입현황,2020,강원,여자,20대,암,7218,9,,,,
국민보험가입현황,2020,강원,남자,20대,변액,9371,7.8,,,,
국민보험가입현황,2020,강원,여자,20대,변액,7203,7.7,,,,
국민보험가입현황,2020,충북,남자,20대,연금,5825,5.4,,,,
국민보험가입현황,2020,충북,여자,20대,연금,5832,6.6,,,,
국민보험가입현황,2020,충북,남자,20대,종신,34107,25.6,,,,
국민보험가입현황,2020,충북,여자,20대,종신,27798,26.5,,,,
국민보험가입현황,2020,충북,남자,20대,정기,2072,2.4,,,,
국민보험가입현황,2020,충북,여자,20대,정기,1820,2.6,,,,
국민보험가입현황,2020,충북,남자,20대,상해,4323,5.2,,,,
국민보험가입현황,2020,충북,여자,20대,상해,3475,5.3,,,,
국민보험가입현황,2020,충북,남자,20대,질병,23979,14.9,,,,
국민보험가입현황,2020,충북,여자,20대,질병,24264,19.1,,,,
국민보험가입현황,2020,충북,남자,20대,건강,6222,6.1,,,,
국민보험가입현황,2020,충북,여자,20대,건강,5425,6.5,,,,
국민보험가입현황,2020,충북,남자,20대,암,9483,8.6,,,,
국민보험가입현황,2020,충북,여자,20대,암,9035,10.1,,,,
국민보험가입현황,2020,충북,남자,20대,변액,13373,9.9,,,,
국민보험가입현황,2020,충북,여자,20대,변액,10294,9.7,,,,
국민보험가입현황,2020,충남,남자,20대,연금,7581,5.9,,,,
국민보험가입현황,2020,충남,여자,20대,연금,7342,6.8,,,,
국민보험가입현황,2020,강원,남자,20대,건강,4630,5,,,,
국민보험가입현황,2020,전남,남자,20대,연금,7629,6.7,,,,
국민보험가입현황,2020,경기,남자,20대,상해,30001,4.2,,,,
국민보험가입현황,2020,경기,여자,20대,상해,25680,4.1,,,,
국민보험가입현황,2020,경기,남자,20대,질병,204972,13.8,,,,
국민보험가입현황,2020,경기,여자,20대,질병,218699,16.5,,,,
국민보험가입현황,2020,경기,남자,20대,건강,41684,4.7,,,,
국민보험가입현황,2020,경기,여자,20대,건강,39427,4.9,,,,
국민보험가입현황,2020,경기,남자,20대,암,78171,7.7,,,,
국민보험가입현황,2020,경기,여자,20대,암,82959,8.8,,,,
국민보험가입현황,2020,경기,남자,20대,변액,98008,8.4,,,,
국민보험가입현황,2020,경기,여자,20대,변액,84404,8,,,,
국민보험가입현황,2020,충남,여자,20대,종신,30415,24.3,,,,
국민보험가입현황,2020,강원,남자,20대,연금,4517,4.5,,,,
국민보험가입현황,2020,강원,여자,20대,연금,4469,5.6,,,,
국민보험가입현황,2020,강원,남자,20대,종신,27143,22.6,,,,
국민보험가입현황,2020,강원,여자,20대,종신,21523,22.9,,,,
국민보험가입현황,2020,강원,남자,20대,정기,1739,2.1,,,,
국민보험가입현황,2020,강원,여자,20대,정기,1385,2.2,,,,
국민보험가입현황,2020,강원,남자,20대,상해,3070,4.1,,,,
국민보험가입현황,2020,강원,여자,20대,상해,2301,3.9,,,,
국민보험가입현황,2020,강원,남자,20대,질병,19802,13.2,,,,
국민보험가입현황,2020,강원,여자,20대,질병,19689,17,,,,
국민보험가입현황,2020,충남,남자,20대,정기,2298,2.1,,,,
국민보험가입현황,2020,전북,여자,20대,변액,12008,10,,,,
국민보험가입현황,2020,인천,여자,20대,연금,11676,6.1,,,,
국민보험가입현황,2020,인천,남자,20대,연금,9166,4.5,,,,
국민보험가입현황,2020,부산,여자,10세 미만,건강,625,.7,,,,
국민보험가입현황,2020,부산,남자,10세 미만,암,1436,1.3,,,,
국민보험가입현황,2020,부산,여자,10세 미만,암,1389,1.4,,,,
국민보험가입현황,2020,대구,남자,10세 미만,상해,91,.2,,,,
국민보험가입현황,2020,대구,여자,10세 미만,상해,83,.1,,,,
국민보험가입현황,2020,경남,남자,10대,질병,10305,3,,,,
국민보험가입현황,2020,경남,여자,10대,질병,9744,3.3,,,,
국민보험가입현황,2020,세종/기타,남자,10대,정기,43,.2,,,,
국민보험가입현황,2020,대구,여자,10대,건강,1540,1.6,,,,
국민보험가입현황,2020,대구,남자,10대,암,1701,1.4,,,,
국민보험가입현황,2020,대구,여자,10대,암,1721,1.5,,,,
국민보험가입현황,2020,대구,남자,10대,변액,2743,2.2,,,,
국민보험가입현황,2020,대구,여자,10대,변액,2015,1.7,,,,
국민보험가입현황,2020,인천,남자,10대,연금,2339,1.7,,,,
국민보험가입현황,2020,인천,여자,10대,연금,1970,1.5,,,,
국민보험가입현황,2020,인천,남자,10대,종신,5660,4.1,,,,
국민보험가입현황,2020,인천,여자,10대,종신,4654,3.6,,,,
국민보험가입현황,2020,인천,남자,10대,정기,198,.2,,,,
국민보험가입현황,2020,인천,여자,10대,정기,166,.2,,,,
국민보험가입현황,2020,인천,남자,10대,상해,800,.9,,,,
국민보험가입현황,2020,인천,여자,10대,상해,627,.7,,,,
국민보험가입현황,2020,인천,남자,10대,건강,2792,2.3,,,,
국민보험가입현황,2020,인천,여자,10대,건강,2534,2.3,,,,
국민보험가입현황,2020,부산,남자,10세 미만,건강,688,.7,,,,
국민보험가입현황,2020,부산,여자,10세 미만,질병,3385,1.6,,,,
국민보험가입현황,2020,경북,여자,10세 미만,암,385,.5,,,,
국민보험가입현황,2020,경남,남자,10세 미만,상해,102,.1,,,,
국민보험가입현황,2020,경남,여자,10세 미만,상해,85,.1,,,,
국민보험가입현황,2020,경남,남자,10세 미만,질병,3275,.9,,,,
국민보험가입현황,2020,경남,여자,10세 미만,질병,2864,.9,,,,
국민보험가입현황,2020,경남,남자,10세 미만,건강,838,.7,,,,
국민보험가입현황,2020,경남,여자,10세 미만,건강,744,.7,,,,
국민보험가입현황,2020,경남,남자,10세 미만,암,722,.6,,,,
국민보험가입현황,2020,경남,여자,10세 미만,암,698,.7,,,,
국민보험가입현황,2020,서울,남자,10세 미만,상해,478,.2,,,,
국민보험가입현황,2020,서울,여자,10세 미만,상해,452,.2,,,,
국민보험가입현황,2020,서울,남자,10세 미만,질병,4923,.7,,,,
국민보험가입현황,2020,서울,여자,10세 미만,질병,4596,.7,,,,
국민보험가입현황,2020,서울,남자,10세 미만,건강,1695,.6,,,,
국민보험가입현황,2020,서울,여자,10세 미만,건강,1608,.6,,,,
국민보험가입현황,2020,서울,남자,10세 미만,암,1417,.5,,,,
국민보험가입현황,2020,서울,여자,10세 미만,암,1377,.5,,,,
국민보험가입현황,2020,부산,남자,10세 미만,상해,86,.1,,,,
국민보험가입현황,2020,경기,여자,10대,연금,11901,1.8,,,,
국민보험가입현황,2020,전남,남자,10대,암,1888,2.2,,,,
국민보험가입현황,2020,전남,여자,10대,암,1911,2.4,,,,
국민보험가입현황,2020,부산,여자,10세 미만,상해,111,.2,,,,
국민보험가입현황,2020,부산,남자,10세 미만,질병,3659,1.6,,,,
국민보험가입현황,2020,인천,남자,10대,암,2345,1.8,,,,
국민보험가입현황,2020,인천,여자,10대,암,2309,1.9,,,,
국민보험가입현황,2020,인천,남자,10대,변액,2113,1.4,,,,
국민보험가입현황,2020,대전,남자,10대,건강,1516,2.2,,,,
국민보험가입현황,2020,대전,여자,10대,건강,1413,2.3,,,,
국민보험가입현황,2020,대전,남자,10대,암,1116,1.6,,,,
국민보험가입현황,2020,대전,여자,10대,암,1046,1.6,,,,
국민보험가입현황,2020,대전,남자,10대,변액,1536,1.9,,,,
국민보험가입현황,2020,대전,여자,10대,변액,1268,1.7,,,,
국민보험가입현황,2020,울산,남자,10대,연금,1539,2.5,,,,
국민보험가입현황,2020,울산,여자,10대,연금,1303,2.4,,,,
국민보험가입현황,2020,울산,남자,10대,종신,3976,6.1,,,,
국민보험가입현황,2020,울산,여자,10대,종신,3122,5.2,,,,
국민보험가입현황,2020,울산,남자,10대,정기,102,.2,,,,
국민보험가입현황,2020,울산,여자,10대,정기,79,.2,,,,
국민보험가입현황,2020,울산,남자,10대,상해,343,.8,,,,
국민보험가입현황,2020,울산,여자,10대,상해,268,.8,,,,
국민보험가입현황,2020,울산,남자,10대,질병,3675,2.9,,,,
국민보험가입현황,2020,울산,여자,10대,질병,3560,3.3,,,,
국민보험가입현황,2020,울산,남자,10대,건강,1201,2.2,,,,
국민보험가입현황,2020,울산,여자,10대,건강,1099,2.2,,,,
국민보험가입현황,2020,울산,남자,10대,암,1236,1.9,,,,
국민보험가입현황,2020,울산,여자,10대,암,1209,2,,,,
국민보험가입현황,2020,울산,남자,10대,변액,1517,2.2,,,,
국민보험가입현황,2020,울산,여자,10대,변액,1183,1.9,,,,
국민보험가입현황,2020,경기,남자,10대,종신,28818,4,,,,
국민보험가입현황,2020,대전,여자,10대,질병,3184,2.4,,,,
